,page,roundup,bulletin_url,bulletin_mps,rougef1,len_ratio
70,https://web.archive.org/web/20210623153840/https://www.ons.gov.uk/economy/economicoutputandproductivity/output/articles/ukeconomylatest/2021-01-25,"Inflation closest to target since 2019
Consumer prices rose by 2.1% in the 12 months to May 2021, according to CPIH and CPI. The last time this was higher was 2018.
Rising prices for transport, clothing, recreation and culture exerted upward pressure on prices in the CPIH and CPI 12-month inflation rates, between April and May 2021. However, this was partially offset by reductions in the prices of food and non-alcoholic beverages.
The Office for National Statistics’ (ONS) blog Beware Base Effects describes how relatively low prices for some items during 2020 influence current inflation rates.
Due to the easing of public health restrictions, the number of items in CPIH that were identified as unavailable was 27, accounting for 3.1% of the basket by weight. The unavailable items include items such as foreign holidays, international travel and cultural services. The number of unavailable items is down 1 from April and lower than the 72 items that were unavailable under November restrictions. Information on how the ONS has continued to produce consumer price statistics during the pandemic.
",https://www.ons.gov.uk/economy/inflationandpriceindices/bulletins/consumerpriceinflation/may2021,"The Consumer Prices Index including owner occupiers’ housing costs (CPIH) rose by 2.1% in the 12 months to May 2021, up from 1.6% to April.
The largest upward contribution to the CPIH 12-month inflation rate came from transport (0.72 percentage points).
On a monthly basis, CPIH rose by 0.5% in May 2021, compared with little change in May 2020.
Rising prices for clothing, motor fuel, recreational goods (particularly games and recording media), and meals and drinks consumed out resulted in the largest upward contributions to the change in the CPIH 12-month inflation rate between April and May 2021.
These were partially offset by a large downward contribution from food and non-alcoholic beverages, where prices fell this year but rose a year ago, particularly for bread and cereals.
The Consumer Prices Index (CPI) rose by 2.1% in the 12 months to May 2021, up from 1.5% to April; on a monthly basis, CPI rose by 0.6% in May 2021, compared with little change in May 2020.
As a result of the easing of coronavirus (COVID-19) restrictions, the number of CPIH items identified as unavailable in May 2021 fell to 27, accounting for 3.1% of the basket by weight; we collected a weighted total of 77.7% of the comparable coverage collected before the first lockdown (excluding unavailable items).
",0.21839079960364657,1.1758839528558478
131,https://web.archive.org/web/20220104094339/https://www.ons.gov.uk/economy/economicoutputandproductivity/output/articles/ukeconomylatest/2021-01-25,"Approximately two in five businesses reported that they had taken at least one action to reduce emissions
In early December 2021, 41% of businesses reported they had already taken action to reduce carbon emissions and 30% said they intended to in the next 12 months; this is an increase from 38% and 24% in late June, respectively.
The highest percentage of actions intended to be taken, to reduce carbon emissions, were adjusted heating and cooling systems (13%) and switching to LED bulbs (12%).
Chart will not sum to 100% because businesses could select multiple options.
Further breakdowns including industry and all other options for carbon emissions questions are available in the accompanying dataset.
🠕 Back to the top
",https://www.ons.gov.uk/releases/businessinsightsandimpactontheukeconomy16december2021,"The percentage of businesses currently fully trading in early December 2021 was 80%, while the percentage partially trading was 12%; this compares with 81% and 11%, respectively, in late November 2021 with the transportation and storage industry reporting the lowest percentage currently trading.
The proportion of businesses not permanently stopped trading who reported no or low confidence that they would survive the next 3 months increased to 7% in early December 2021, up from 4% in early October 2021, with the transportation and storage industry reporting the highest percentage at 14%; in contrast, 83% of all businesses reported high or moderate confidence they would survive the next 3 months and 10% reported they were not sure. 
Of businesses not permanently stopped trading, 13% reported they had no cash reserves in early December 2021; this is the highest percentage reported since June 2020 (6%) when the question was first asked, while 25% reported they had less than three months of cash reserves.
Of all not permanently stopped trading businesses, 9% reported wages were higher for existing employees over the last month compared with normal expectations for this time of year; in contrast, 8% of businesses reported that wages were higher for new employees, with both these percentages rising to 23% for businesses with 10 or more employees.
Overall, 25% of not permanently stopped trading businesses that have imported goods and/or services in the last 12 months reported they were fully prepared for the introduction of full customs controls for goods imported from the EU from 1 January 2022; 36% reported they were somewhat prepared, 20% reported they were not prepared, 20% were not sure; additionally 76% of these businesses reported that they were expecting some level of disruption following the introduction of these controls. 
In December 2021, 41% of not permanently stopped trading businesses reported they had taken at least one action to reduce carbon emissions, while 30% reported they intended to take at least one action in the next 12 months, which is an increase from 38% and 24% in late June, respectively; the actions businesses reported intending to take in the next 12 months the most were adjusting heating and cooling systems (13%) and switching to LED bulbs (12%). 
",0.23057643715454054,3.1801925722145805
16,https://web.archive.org/web/20210221140121/https://www.ons.gov.uk/economy/economicoutputandproductivity/output/articles/ukeconomylatest/2021-01-25,"The first January deficit for 10 years
January’s public sector finance figures reflect the ongoing unprecedented impact of the coronavirus (COVID-19) pandemic and the government’s support for individuals and businesses.
UK public sector borrowing in January 2021 was £8.8 billion, the highest January borrowing since monthly records began in 1993.
Borrowing makes up the shortfall between the spending of the government and other public sector organisations and their income, such as tax receipts.
Each January, tax receipts tend to be higher than in other months as self-assessment Income Tax liabilities are due this month. This usually leads to a public sector net surplus in January. However, this month the usual January tax boost could not offset the substantial increase in government spending during the pandemic, making this the first January deficit for 10 years.
Between April 2020 and January 2021, the public sector borrowed £270.6 billion, £222.0 billion more than in the same period a year ago. The independent Office for Budget Responsibility has estimated borrowing could reach £393.5 billion by the end of the financial year (March 2021).
The recent substantial increase in UK borrowing has led to a sharp increase in public sector net debt.
UK public sector net debt increased by £316.4 billion in the first 10ten months of the financial year and currently stands at £2.1 trillion, or 97.9% of gross domestic product (GDP) – a level not seen since the early 1960s.
",https://www.ons.gov.uk/economy/governmentpublicsectorandtaxes/publicsectorfinance/bulletins/publicsectorfinances/january2021,"Public sector net borrowing (excluding public sector banks, PSNB ex) is estimated to have been £8.8 billion in January 2021, £18.4 billion more than in January 2020, which is both the highest January borrowing since monthly records began in 1993 and the first January deficit for 10 years.
Central government tax receipts are estimated to have been £63.2 billion in January 2021 (on a national accounts basis), £0.8 billion lower than in January 2020, with notable falls in taxes on production such as Value Added Tax (VAT) and Business Rates. 
Self-assessed Income Tax receipts were £16.8 billion in January 2021, £1.4 billion more than in January 2020; in the light of the government’s tax deferral policy, it is advisable to look at combined self-assessed Income Tax receipts across the whole financial year when drawing conclusions from year-on-year comparisons.
Central government bodies are estimated to have spent £81.9 billion on day-to-day activities (current expenditure) in January 2021, £19.7 billion more than in January 2020; this includes £5.1 billion expenditure on coronavirus job support schemes.
Public sector net borrowing (excluding public sector banks, PSNB ex) in the first 10 months of this financial year (April 2020 to January 2021) is estimated to have been £270.6 billion, £222.0 billion more than in the same period last year and the highest public sector borrowing in any April to January period since records began in 1993.
Public sector net debt (excluding public sector banks, PSND ex) rose by £316.4 billion over the first 10 months of this financial year to reach £2,114.6 billion at the end of January 2021, or around 97.9% of gross domestic product (GDP); maintaining a level not seen since the early sixties
Central government net cash requirement (excluding UK Asset Resolution Ltd and Network Rail) was a surplus of £10.8 billion in January 2021, bringing the current financial year-to-January total to £307.4 billion, nearly double the highest cash requirement in any other April to January period since records began in 1984.
General government net borrowing in the first 10 months of this financial year is estimated to have been around 12.6% of GDP, while general government gross debt stood at around 100.6% of GDP at the end of January 2021; statistics for the general government sector are used for international comparisons and include central and local government only. 
",0.2392156814037679,1.6307277628032344
66,https://web.archive.org/web/20210623153840/https://www.ons.gov.uk/economy/economicoutputandproductivity/output/articles/ukeconomylatest/2021-01-25,"Retail sales fall 1.4% with declines in food and online spending amid easing of coronavirus restrictions
Retail sales volumes fell for the first time between April and May 2021 after three consecutive months of growth, with the largest month-on-month declines among food retailers as hospitality reopened.
The 1.4% fall in overall volumes in Great Britain followed sharp rises in retail sales in April, corresponding with the relaxation of retail restrictions.
Food stores and non-store retailers saw falls in total sales volumes in May of 5.7% and 4.2% respectively as both sectors were affected by the easing of restrictions for hospitality and non-essential retail.
Non-food stores continued to report monthly sales volumes growth of 2.3% in May 2021 following growth of 25.6% in April. It signals the continued recovery of one of the sectors most affected by physical store closures during the coronavirus pandemic.
Online spending decreased by 5.7% between April and May, with all sectors, except food stores, reporting monthly falls in their online sales. Feedback from retailers suggested online sales have been affected by the easing of retail restrictions as consumers returned to physical stores.
This resulted in a decline in the proportion of retail spending online values, which fell to 28.5% from 29.8% in April 2021 – the third consecutive monthly fall in the proportion of online spending.
The proportion of spending online in May was still significantly higher than the 19.9% reported in February 2020 before the impact of the pandemic, and total retail sales in May were 9.1% higher than pre-pandemic (February 2020) levels.
Read the latest bulletin on retail sales in Great Britain
",https://www.ons.gov.uk/businessindustryandtrade/retailindustry/bulletins/retailsales/may2021,"Retail sales volumes declined by 1.4% between April and May 2021 following a sharp increase in April when retail restrictions were eased; despite the monthly decline, over April and May combined, average total retail sales volumes were still 7.7% higher than in March 2021, and were 9.1% higher than in February 2020 before the impact of the coronavirus (COVID-19) pandemic.
The largest contribution to the monthly decline in May 2021 came from food stores where sales volumes fell by 5.7%; anecdotal evidence suggests the easing of hospitality restrictions had had an impact on sales as people returned to eating and drinking at locations such as restaurants and bars.
Non-food stores reported a 2.3% increase in monthly sales volumes in May 2021 with household goods stores (for example, hardware and furniture stores) and “other” non-food stores reporting the largest growth of 9.0% and 7.7% respectively.
The large increase in sales volumes in April, followed by a relatively small fall in May, has resulted in the volume of sales for the three months to May 2021 being 8.3% higher than in the previous three months; there was strong growth in automotive fuel sales and non-food retailers of 19.3% and 17.8% respectively.
The proportion of retail sales conducted online remains substantially higher than before the pandemic, but in May all retail sectors, with the exception of food stores, reported a fall in their proportions of online sales as consumers returned to physical stores; the total proportion of sales online decreased to 28.5% in May 2021, down from 29.8% in April 2021.
In comparison with February 2020, the value of total online retail sales in May 2021 was 58.8% higher, whereas in-store sales were 1.3% lower.
Retail sales volumes in May 2021 were 24.6% higher than in May 2020, which was affected by the first national lockdown when the tightest restrictions were in place; however, these growth rates are distorted by base effects and are not a reliable guide.
",0.24060149881882817,1.1675485008818343
68,https://web.archive.org/web/20210623153840/https://www.ons.gov.uk/economy/economicoutputandproductivity/output/articles/ukeconomylatest/2021-01-25,"The proportion of the UK workforce on furlough leave is at its lowest level since the coronavirus pandemic began
The proportion of businesses’ workforce on furlough leave has fallen to 6.5% in late May 2021, down from 19.9% in late January 2021 and 8.1% in early May 2021 and coinciding with the easing of coronavirus (COVID-19) restrictions. This is the lowest recorded proportion recorded since the pandemic began.
The proportion of UK businesses currently trading has remained stable at 87% in early June 2021, the same as in late May 2021 and the highest proportion since comparable estimates began in June 2020. A further 2% of businesses intend to restart trading in the next two weeks according to the Business Insights and Conditions Survey (Wave 32).
In terms of trade, the proportion of currently trading businesses experiencing a challenge in importing and exporting increased from December 2020 until January 2021, to over 50%, and has remained broadly stable since then. A greater proportion of businesses are experiencing challenges in importing than in exporting.
",https://www.ons.gov.uk/businessindustryandtrade/business/businessservices/bulletins/businessinsightsandimpactontheukeconomy/17june2021,"The percentage of UK businesses currently trading has remained consistent from late May 2021 to early June 2021, at 87%, the joint highest percentage of businesses currently trading since comparable estimates began in June 2020.
The proportion of businesses' workforce who are reported to be on furlough leave has fallen from around 20% in late-January 2021 to 7% in late-May 2021, the lowest proportion since the furlough scheme began; this return from furlough corresponds to the highest proportion of the workforce working at their normal place of work, at 62%.
Despite recent improvements in the proportion of businesses trading, many companies were trading below their usual capacity, with 31% of businesses reporting turnover lower than normal; in the arts, entertainment and recreation industry this figure is over 60%.
The proportions of businesses experiencing challenges in importing and exporting are broadly unchanged since January 2021, with additional paperwork remaining as the top challenge faced by businesses for importing and exporting.
Around 1 in 10 businesses who sent goods from Great Britain to Northern Ireland reported a decrease in volumes.
21% of businesses currently trading reported that the prices of materials, goods or services bought in the last two weeks had increased more than normal, compared with 8% of currently trading businesses that reported the price of goods or services sold had increased more than normal.
",0.24225351622201957,1.3466172381835033
43,https://web.archive.org/web/20210419053500/https://www.ons.gov.uk/economy/economicoutputandproductivity/output/articles/ukeconomylatest/2021-01-25,"Seated diner reservations and online job adverts increase as coronavirus restrictions ease
Lockdown measures eased across England on Monday 12 April 2021, allowing restaurants to open for outdoor dining. OpenTable estimates for UK seated diner reservations on this day were at 79% of the level seen on the equivalent Monday of 2019, the first time the level has exceeded 2% since before the latest lockdown was announced on 4 January 2021. The equivalent figures for London and Manchester were 47% and 153%, respectively.
On 9 April 2021, total online job adverts reached 100% of their February 2020 average level - the highest proportion seen since 6 March 2020, according to Adzuna. This was partly driven by a notable increase to the “catering and hospitality” category, which reached 58% of its February 2020 average level on 9 April 2021. This is the highest proportion of online job adverts for “catering and hospitality” since 20 March 2020.
Conversely, following a period of increase in recent months, online job adverts for “travel and tourism” declined when compared with 1 April 2021 to 84% of their February 2020 average level on 9 April 2021.
",https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/bulletins/coronavirustheukeconomyandsocietyfasterindicators/15april2021,"Estimates for UK seated diner reservations on 12 April 2021 were at 79% of their level seen on the equivalent Monday of 2019. This is the first time the level has exceeded 2% since before the announcement of the latest lockdown in England on 4 January 2021 and coincides with the easing of hospitality restrictions in England on 12 April 2021 (OpenTable). See Section 3.
Total UK online job adverts on 9 April 2021 equalled their February 2020 average level to become the highest level seen since 6 March 2020; this was partly driven by a notable increase to the “catering and hospitality” category, which also reached its highest level since March 2020 (Adzuna). See Section 4.
There were 25,320 new VAT reporters in March 2021, the highest number of new reporters seen since August 2016 when there were 26,440 (Her Majesty’s Revenue and Customs (HMRC)). See Section 5.
In Quarter 1 (Jan to Mar) 2021, a net 1% of 287,880 firms reported an increase in turnover at the total industry level when compared with the previous quarter (Her Majesty’s Revenue and Customs (HMRC)). See Section 5.
Initial results from Wave 28 of the Business Insights and Conditions Survey (BICS) found that 36% of currently trading UK businesses reported a negative impact on their turnover compared with what is normally expected for this time of year, a decrease from 40% in Wave 27. See Section 6.
The volume of motor vehicle traffic on 12 April 2021 was at 91% of the level seen in the first week of February 2020; this is 7 percentage points higher than the level seen on 29 March 2021 and the highest level seen since November 2020 (Department for Transport (DfT)). See Section 7.
Traffic camera activity in London in the week ending 11 April 2021 remained above or around levels seen in the week before the first lockdown (Transport for London). See Section 7.
The aggregate CHAPS-based indicator of credit and debit card purchases decreased by 4 percentage points in the week to 8 April 2021 to 83% of its February 2020 average; this is in-part a fallback from the recent bank holiday weekend (Bank of England's CHAPS data). See Section 8.
Retail footfall was strongest in the West Midlands and the East of England in the week to 10 April 2021, each at 46% of their level in the equivalent week of 2019; retail footfall was weakest in Northern Ireland at 35% of its level in the equivalent week of 2019 (Springboard). See Section 9.
There was an average of 331 daily ship visits in the week ending 11 April 2021, a 7% decrease from 356 the previous week (exactEarth). See Section 10.
There were 17,881 company incorporations and 5,059 voluntary dissolution applications in the week to 9 April 2021, a 19% increase and 2% decrease from the previous week, respectively (Companies House). See Section 11.
The overall price of items in the online food and drink basket decreased by 0.1% in the week ending 11 April 2021 (Online price collection). See Section 12.
",0.24295774240155726,2.545847750865052
77,https://web.archive.org/web/20210811194228/https://www.ons.gov.uk/economy/economicoutputandproductivity/output/articles/ukeconomylatest/2021-01-25,"Increase in both business closures and creations compared with last year
There has been a significant rise in businesses closing down and starting up compared with this time last year, quarterly figures show.
From April to June 2020, there was an unusually low number of business closures. This is likely because of government help to businesses and employees in the opening months of the pandemic in the UK.
By comparison, in April to June 2021, the number of business closures was 43% higher. All main industrial groups were affected but particularly transportation and storage, where the number of business closures was 91% higher than the same quarter in 2020.
The number of new business creations was also 28% higher in Quarter 2 (April to June) of 2021 than in Quarter 2 in 2020. Industries that showed significant increases in business creations included business administration and support, and construction industries.
Figures are based on businesses added and removed from the Inter-Departmental Business Register (IDBR).
🠕 Back to the top
",https://www.ons.gov.uk/businessindustryandtrade/business/activitysizeandlocation/bulletins/businessdemographyquarterlyexperimentalstatisticsuk/apriltojune2021,"The number of businesses removed from the Inter-Departmental Business Register (IDBR) (business closures) in the UK in Quarter 2 (April to June) 2021 was 43% higher than Quarter 2 (April to June) 2020.
The largest increases in IDBR business closures were in the transport and storage and the professional, scientific and technical industries; all sixteen of the main industrial groups showed an increase in closures in Quarter 2 2021 compared with Quarter 2 2020.
The number of businesses added to the Inter-Departmental Business Register (IDBR) (business creations) in the UK in Quarter 2 2021 was 28% higher than in Quarter 2 2020.
Industries that showed significant increases in IDBR business creations, Quarter 2 2021 on Quarter 2 2020, included business administration and support and construction industries; all sixteen main industrial groups showed increases in IDBR business creations over this period.
The figures in the release have been revised from Quarter 1 (January to March) 2017 because of the replacement of weekly extracts of IDBR creations and closures by quarterly extracts; the new method gives more accurate estimates of IDBR creations and closures.
Data in this release are experimental and produced rapidly to support understanding of the impact of the coronavirus (COVID-19) pandemic on the economy; our annual business demography publication remains the best source of information on business demography.
",0.2523659256173313,1.3638095238095238
46,https://web.archive.org/web/20210501142704/https://www.ons.gov.uk/economy/economicoutputandproductivity/output/articles/ukeconomylatest/2021-01-25,"Non-essential shopping and seated dining continue to increase
Seated diner estimates on Saturday 24 April 2021 were at 62% of the level seen on the equivalent Saturday of 2019, according to OpenTable.
This is a 2 percentage point increase from last week and a substantial increase since Saturday 10 April 2021 when its level was 0% because of restaurants and bars still being under coronavirus (COVID-19) restrictions at that time.
The Clearing House Automated Payment System (CHAPS)-based indicator of credit and debit card purchases for delayable goods (such as clothing and furnishings) increased by 21 percentage points to 110% of its February 2021 average in the week to 22 April 2021, according to the Bank of England’s CHAPS data.
The proportion of adults who shopped for things other than food or medicine notably increased by 8 percentage points to 28% in the latest week, according to the Opinions and Lifestyle Survey.
This proportion is of the 95% of adults who reported they had left home in the last seven days and covers the week to 25 April 2021.
",https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/bulletins/coronavirustheukeconomyandsocietyfasterindicators/29april2021,"The CHAPS-based indicator of credit and debit card purchases for delayable goods (such as clothing and furnishings) saw a second successive sizeable increase of 21 percentage points from the previous week and is now 110% of its February 2020 average (Bank of England's CHAPS data). See Section 3.
Of the 95% of adults who reported they had left home in the last seven days, the proportion who shopped for things other than food or medicine saw a notable increase of 8 percentage points to 28% this week (period to 25 April 2021) compared with the previous week (period to 18 April 2021) (Opinions and Lifestyle Survey). See Section 4.
Estimates for UK seated diner reservations on Saturday 24 April 2021 were at 62% of the level seen on the equivalent Saturday of 2019; this is a slight increase of 2 percentage points from the previous week but a substantial increase since Saturday 10 April 2021 (before restaurants and bars reopened) when its level was 0% (OpenTable). See Section 5.
In the week to 24 April 2021, overall retail footfall in the UK was at 80% of its level in the equivalent week of 2019; footfall at retail parks continues to outperform that at shopping centres and high streets relative to its level in the same period of 2019 (Springboard). See Section 6.
According to initial results from Wave 29 of the BICS (5 to 27 April 2021), 9% of currently trading UK businesses had started trading within the last two weeks after a pause in trading, with 83% of businesses now trading (an increase from 77% in the previous wave) and a further 4% of businesses intend to restart in the next two weeks (Business Insights and Conditions Survey (BICS)). See Section 7.
The volume of UK online job adverts was at 103% of its average February 2020 level on 23 April 2021; this is an increase of 4 percentage points from the previous week and the first time it has exceeded its February 2020 average level since 6 March 2020 (Adzuna). See Section 8.
The volume of motor vehicle traffic on Monday 26 April 2021 was at 93% of the level seen in the first week of February 2020, unchanged from previous week (Department for Transport (DfT)). See Section 9.
Traffic camera activity in London and the North East in the week ending 25 April 2021 remained above or around levels seen in the week before the first lockdown (Transport for London, TrafficWatchNI, North East Traffic Cameras). See Section 9.
There was an average of 108 cargo and tanker ship visits in the week ending 25 April 2021, a 5% increase from the previous week (103) and 11% higher than the equivalent week in 2019 (97) (exactEarth). See Section 10.
There were 14,292 company incorporations in the week to 23 April 2021, a 9% decrease on the previous week (15,771) and the lowest volume recorded in 2021 to date, but 21% higher than the equivalent week in 2019 (11,907) (Companies House). See the accompanying dataset.
There were 5,676 voluntary dissolution applications in the week to 23 April 2021, a 7% increase on the previous week (5,325) and 14% higher than the equivalent week of 2019 (4,977) (Companies House). See the accompanying dataset.
The overall price of items in the online food and drink basket was unchanged in the latest week ending 25 April 2021; the main upward contribution came from ""wine"", but this was offset by small price falls across several categories in the latest week (online price collection). See the accompanying dataset.
",0.2681744710798855,3.2238946378174975
17,https://web.archive.org/web/20210221140121/https://www.ons.gov.uk/economy/economicoutputandproductivity/output/articles/ukeconomylatest/2021-01-25,"Proportion of adults working exclusively from home is the highest it's been since June 2020
In the week ending 14 February 2021, the proportion of working adults in Great Britain who worked exclusively from home remained broadly unchanged from the previous week at 37%, the highest proportion since June 2020.
The proportion of working adults who neither travelled to work nor worked from home remained similar to the previous week at 18%.
The percentage who travelled to work either exclusively or in combination with working from home was 44%, down from 47% the week before, according to the latest Opinions and Lifestyle Survey (OPN).
On Monday 15 February 2021, the volume of all motor vehicle traffic saw a weekly increase of 8 percentage points to 68% of the level seen in the first week of February 2020, according to the Department for Transport (DfT).
Comparisons on last week’s figures are likely to be influenced by the impact of snowfall from Storm Darcy. The overall volume of road traffic continues to remain below pre-Christmas levels.
",https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/bulletins/coronavirustheukeconomyandsocietyfasterindicators/18february2021,"According to the indicator derived from the Bank of England’s Clearing House Automated Payment System (CHAPS) data, aggregate debit and credit card purchases decreased by 3 percentage points from the previous week to 72% of their February 2020 average. See Section 3.
According to initial results from the Business Insights and Conditions Survey (BICS), 20% of the workforce of all UK businesses were on furlough leave in Wave 24, a slight increase from 18% in the previous wave but considerably lower than during the first national lockdown where 30% of businesses' workforce were on furlough leave in early June 2020 (when comparable estimates began). See Section 4.
According to the latest Opinions and Lifestyle Survey (week ending 14 February 2021), the proportion of working adults in Great Britain who in the last seven days travelled to work (either exclusively or in combination with working from home) has decreased by 3 percentage points when compared with the previous period to 44%. See Section 5.
According to exactEarth, there was an average of 248 daily ship visits in the week ending 14 February 2021, a decrease from the previous week (275) and lower than the same period a year ago (319). See Section 6.
According to Springboard, in the week ending Saturday 13 February 2021, overall UK retail footfall increased by 3 percentage points to 39% of its level when compared with the equivalent week of 2020. See Section 7.
According to Companies House, in the week to 12 February 2021, there were 16,882 company incorporations in the UK, an increase from 15,974 in the previous week. See Section 8.
According to Adzuna, in the week ending 12 February 2021, the volume of UK online job adverts increased slightly by 1 percentage point to 81% of the level seen in the same week last year; this was driven by increases in 10 of the 12 UK regions and countries. See Section 9.
The overall price of items in the online food and drink basket decreased by 0.2% from the previous week; the main downward contributor to the overall price movement in the latest week was “sugar, jam, syrup, chocolate and confectionery”. See Section 10.
According to the Department for Transport (DfT), on Monday 15 February 2021, the volume of all motor vehicle traffic saw a weekly increase of 8 percentage points to 68% of the level seen in the first week of February 2020. See Section 11.
",0.27350426913333703,2.26546146527117
41,https://web.archive.org/web/20210413063033/https://www.ons.gov.uk/economy/economicoutputandproductivity/output/articles/ukeconomylatest/2021-01-25,"Retail sales increase slightly in February 2021, following sharp decline
In February 2021, the amount spent on retail was 2.2% higher, and the quantity bought was up 2.1% when compared with January 2021.
However, this signalled only modest growth in the sector following the large fall in January (8.2%) reflecting the continuation of coronavirus (COVID-19) restrictions.
Both the amount spent and quantity bought were still below levels seen in February 2020, before any restrictions were in place to curb the spread of coronavirus.
Total online sales increased 4.6% when compared with January 2021.
The proportion spent online increased to 36.1% in February, the highest on record; this compares with 35.2% in January 2021 and 20.0% reported in February 2020.
",https://www.ons.gov.uk/businessindustryandtrade/retailindustry/bulletins/retailsales/february2021#online-retail,"Retail sales volumes only partly recovered in February 2021 with an increase of 2.1% when compared with the 8.2% fall seen in the previous month, and sales were still down by 3.7% on a year earlier before the impact of the coronavirus (COVID-19) pandemic.
Non-food stores provided the largest positive contribution to the monthly growth in February 2021 sales volumes, aided by strong increases of 16.2% and 16.1% in department stores and household goods stores respectively.
Clothing retailers reported the largest fall, of 50.4%, in sales volumes when compared with February 2020 before the coronavirus pandemic; automotive fuel stores also reported a large annual decline of 26.5% as travel restrictions continued to hit sales in that sector.
In the three months to February 2021, retail sales volume fell by 6.3% when compared with the previous three months, with strong declines in both clothing stores and other non-food stores.
The proportion spent online increased to 36.1% in February 2021, the highest on record; this compares with 35.2% in January 2021 and 20.0% reported in February 2020.
",0.2775800663659276,1.4448818897637796
67,https://web.archive.org/web/20210623153840/https://www.ons.gov.uk/economy/economicoutputandproductivity/output/articles/ukeconomylatest/2021-01-25,"Retail footfall, eating out, and spending fell in wake of Spring Bank Holiday weekend – but remain strong
In the period following the Spring Bank Holiday weekend, CHAPS-based credit and debit card spending, retail footfall, and the number of seated diners in the UK all fell following notable rises.
In the week to 14 June 2021, the seven-day average estimate of UK seated diners as a proportion of their 2019 level fell by 28 percentage points compared with the previous week’s index.
This is the second consecutive weekly fall and follows the significantly increased activity seen in recent weeks, coinciding with the easing of hospitality restrictions across the UK and the Spring Bank Holiday weekend.
Despite this, the estimate of seated diners remained high in the latest week, at 119% of the level seen in the equivalent week of 2019, according to OpenTable.
Similarly, in the week to 12 June, overall retail footfall in the UK saw a weekly decrease of 7% but was still at 82% of the level seen in the equivalent week of 2019; this is the second highest volume of retail footfall as a proportion of its 2019 level seen so far this year.
In the week to 10 June, the aggregate CHAPS-based indicator of credit and debit card purchases decreased by 7 percentage points from the previous week to 95% of its February 2020 average level.
",https://www.ons.gov.uk/economy/economicoutputandproductivity/output/bulletins/economicactivityandsocialchangeintheukrealtimeindicators/17june2021,"In the week to 14 June 2021, the seven-day average estimate of UK seated diners was at 119% of its level in the equivalent week of 2019; this is a 28 percentage point decrease from the previous week but 62 percentage points higher than the level seen in the week to 19 April 2021, just after the easing of hospitality restrictions in the UK (OpenTable). See Section 3. 
In the week to 12 June 2021, overall retail footfall in the UK saw a weekly decrease of 7% but was still at 82% of the level seen in the equivalent week of 2019; this is the second highest volume of retail footfall as a proportion of its 2019 level seen so far this year (Springboard). See Section 4.
The proportion of UK businesses' workforce who are reported to be on furlough leave has fallen from around 20% in late January 2021 to 7% in late May 2021, the lowest proportion since the furlough scheme began; this corresponds with the highest proportion (since June 2020 when comparable estimates began) of the workforce working at their normal place of work, at 62% in late May 2021 (Business Insights and Conditions Survey (BICS)). See Section 5.  
In the week to 10 June 2021, the aggregate CHAPS-based indicator of credit and debit card purchases decreased by 7 percentage points from the previous week to 95% of its February 2020 average level; this decrease coincides with the May pay day, Spring Bank Holiday, and May half-term school holidays in the previous week (week to 3 June 2021) (Bank of England CHAPS data). See Section 6.
In May 2021, the monthly CHAPS-based indicator of aggregate credit and debit card spending increased by 6 percentage points compared with April 2021 to 99% of its February 2020 average level; this is the highest the monthly CHAPS index has been since December 2020 (Bank of England CHAPS data). See Section 6.
On 11 June 2021, the volume of online job adverts had decreased by 2% when compared with a week ago, the first time it has fallen since 15 January 2021; despite this, the volume of online job adverts remains substantially above the level before the coronavirus (COVID-19) pandemic, at 127% of its February 2020 average (Adzuna). See Section 7.
There was an average of 421 daily ship visits in the week ending 13 June 2021, an increase of 2% from last week (411) and the highest average number seen since February 2020, before the coronavirus pandemic (exactEarth). See Section 8.
The proportion of working adults in Great Britain who in the last seven days travelled to work (either exclusively or in combination with working from home) increased slightly by 4 percentage points from the previous week to 64% (Opinions and Lifestyle Survey (OPN) 9 to 13 June 2021). See Section 9.
The volume of motor vehicle traffic on Monday 14 June 2021 was at 99% of the level seen in the first week of February 2020, unchanged from the previous week (Department for Transport (DfT)). See Section 10.
In the week ending 13 June 2021, average counts of traffic camera activity for all vehicle types in the North East and London were above their pre-pandemic levels (week ending 22 March 2020) (North East Traffic Cameras, Transport for London). See the accompanying dataset. 
There were 13,955 company incorporations in the week to 11 June 2021, a 15% increase from the previous week (12,134), and 2% higher than the equivalent week in 2019 (13,618) (Companies House). See the accompanying dataset.
There were 6,424 voluntary dissolution applications in the week to 11 June 2021, a 46% increase from the previous week (4,414) and 18% higher than the equivalent week of 2019 (5,430); this notable weekly increase follows a substantial fall in the previous week, which came after the Spring Bank Holiday (Companies House). See the accompanying dataset.
The overall price of items in the online food and drink basket decreased by 0.1% in the week ending 13 June 2021, to a level last seen in the week ending 11 April 2021; the main downward contributions came from ""fruit"", ""mineral waters, soft drinks and juices"" and ""vegetables including potatoes and tubers"" (Online price collection). See the accompanying dataset.
",0.2804005683808261,3.0822122571001493
